Wall time,Step,Value
1733754850.37711,2400,89.66223907470703
1733754851.860841,4200,32.53281021118164
1733754853.7552419,6600,21.022602081298828
1733754855.234926,8400,15.011811256408691
1733754857.131913,10800,12.338507652282715
1733754858.638667,12600,9.524886131286621
1733754860.25001,14400,6.491861820220947
1733754862.1445959,16800,5.9739603996276855
1733754863.74564,18600,6.263066291809082
1733754865.741656,21000,3.8262577056884766
1733754867.234238,22800,4.315585136413574
1733754868.714497,24600,2.8745689392089844
1733754870.643876,27000,7.94912052154541
1733754872.129995,28800,3.5482075214385986
1733754874.042092,31200,1.5299317836761475
1733754875.53467,33000,1.6764854192733765
1733754877.439148,35400,2.6779191493988037
1733754878.943407,37200,4.902859210968018
1733754880.643605,39000,2.722862720489502
1733754882.55851,41400,2.4290218353271484
1733754884.0430279,43200,0.8336869478225708
1733754885.949474,45600,3.441617012023926
1733754887.540481,47400,0.6269608736038208
