Wall time,Step,Value
1733754850.37704,2400,2.1600959300994873
1733754851.860779,4200,1.690138578414917
1733754853.755174,6600,3.079033613204956
1733754855.234858,8400,2.469409465789795
1733754857.131844,10800,1.0116738080978394
1733754858.638597,12600,3.3907439708709717
1733754860.249939,14400,0.8920449018478394
1733754862.144535,16800,2.2353515625
1733754863.7455628,18600,1.4170721769332886
1733754865.741598,21000,2.0297772884368896
1733754867.2341728,22800,1.8957158327102661
1733754868.7144299,24600,0.5327206254005432
1733754870.6438022,27000,3.6902518272399902
1733754872.129936,28800,2.2160823345184326
1733754874.04203,31200,0.3723258674144745
1733754875.534602,33000,1.1127194166183472
1733754877.439084,35400,2.2981247901916504
1733754878.943351,37200,2.8426413536071777
1733754880.64354,39000,1.3379261493682861
1733754882.558444,41400,1.2057557106018066
1733754884.042961,43200,0.19136165082454681
1733754885.949416,45600,2.00472354888916
1733754887.540419,47400,0.1968325823545456
