Wall time,Step,Value
1733754979.3572109,2400,22.783830642700195
1733754980.7265222,4200,3.8787450790405273
1733754982.504228,6600,4.528393268585205
1733754983.866316,8400,4.426450729370117
1733754985.643372,10800,8.092621803283691
1733754987.0153642,12600,4.1988911628723145
1733754988.393995,14400,1.6012580394744873
1733754990.224094,16800,3.569002866744995
1733754991.733841,18600,2.553516387939453
1733754993.501987,21000,1.4266724586486816
1733754994.86222,22800,1.9258745908737183
1733754996.223099,24600,1.7057455778121948
1733754998.136611,27000,0.6017441749572754
1733754999.603022,28800,1.0129350423812866
1733755001.373517,31200,0.9842641949653625
1733755002.747295,33000,0.8653029799461365
1733755004.54049,35400,0.9544978737831116
1733755005.9065442,37200,1.1859850883483887
1733755007.270299,39000,0.5310986042022705
