Wall time,Step,Value
1733754686.3415282,2400,198.22793579101562
1733754687.530677,4200,176.4939422607422
1733754689.064221,6600,113.31197357177734
1733754690.2345102,8400,123.93545532226562
1733754691.794432,10800,108.82323455810547
1733754692.9518049,12600,102.11488342285156
1733754694.143677,14400,99.06134033203125
1733754695.7433238,16800,81.39498901367188
1733754696.942446,18600,81.16326904296875
1733754698.5934641,21000,91.11076354980469
1733754699.798819,22800,82.46627044677734
1733754700.95646,24600,87.84086608886719
1733754702.479666,27000,70.41584777832031
1733754703.6611829,28800,54.86654281616211
1733754705.232825,31200,65.62657165527344
1733754706.420701,33000,67.41841888427734
1733754707.960812,35400,61.82381057739258
1733754709.2775831,37200,49.6573486328125
1733754710.476429,39000,59.630653381347656
1733754712.160581,41400,38.67667770385742
1733754713.3861382,43200,47.94550323486328
1733754714.953067,45600,54.3917350769043
