0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.200000000000000178e+00
6.000600060006001067e-04 -7.426904910142704103e-07 5.318361928094576037e-06 1.321066998670266356e-05 -2.452680250016209609e-03 1.837942189779268043e-02 4.361707991730423561e-02 2.940707503646828864e-04 -2.808600803779802229e-04 -2.452680250016209609e-03 1.063672385618915233e-09 -2.083411065761535674e+00
1.200120012001200213e-03 -2.917022169614088336e-06 2.086880457528535033e-05 5.186280513573441540e-05 -4.772916822683178836e-03 3.734837073260786205e-02 8.481950763788162484e-02 5.975739317217258198e-04 -5.457111265859914111e-04 -4.772916822683178836e-03 4.173760915057069993e-09 -1.973341421077579039e+00
1.800180018001800320e-03 -6.445740444094423562e-06 4.606872484655702372e-05 1.145482737250360609e-04 -6.968037000725130735e-03 5.687219728554973597e-02 1.237419874471735459e-01 9.099551565687957408e-04 -7.954068828437597070e-04 -6.968037000725130735e-03 9.213744969311404485e-09 -1.869424960144384862e+00
2.400240024002400427e-03 -1.125586299167033954e-05 8.036654123166051857e-05 1.999374839349145957e-04 -9.044956934829741224e-03 7.691816790696882900e-02 1.605116614090823512e-01 1.230690686511501288e-03 -1.030753202576586720e-03 -9.044956934829741224e-03 1.607330824633210337e-08 -1.771316140948843376e+00
3.000300030003000534e-03 -1.727844005022790167e-05 1.232399536995795720e-04 3.067749747290906279e-04 -1.101020473763492970e-02 9.745535711478342522e-02 1.952485341234219129e-01 1.559285713836534902e-03 -1.252510739107444166e-03 -1.101020473763492970e-02 2.464799073991591687e-08 -1.678688830227831108e+00
3.600360036003600640e-03 -2.444832817491282635e-05 1.741943013598485810e-04 4.338752543886011830e-04 -1.286994228054339461e-02 1.184545462250143344e-01 2.280658736252852981e-01 1.895272739600229297e-03 -1.461397485211628168e-03 -1.286994228054339461e-02 3.483886027196971964e-08 -1.591235213304534879e+00
4.200420042004200313e-03 -3.270397670324663616e-05 2.327610123991057523e-04 5.801188727882127059e-04 -1.462998576622521855e-02 1.398881276757105441e-01 2.590705897664040136e-01 2.238210042811368625e-03 -1.658091170023156136e-03 -1.462998576622521855e-02 4.655220247982115287e-08 -1.508664765157702981e+00
4.800480048004800854e-03 -4.198722621494080511e-05 2.984961411097227391e-04 7.444487142863236498e-04 -1.629582514557648826e-02 1.617300147244742359e-01 2.883635913433034159e-01 2.587680235591587660e-03 -1.843231521305264227e-03 -1.629582514557648826e-02 5.969922822194455310e-08 -1.430703279284462948e+00
5.400540054005401394e-03 -5.224311831267439658e-05 3.709789871184815705e-04 9.258664988367731191e-04 -1.787264244403916069e-02 1.839555562177559167e-01 3.160401231660160959e-01 2.943288899484094914e-03 -2.017422400647321794e-03 -1.787264244403916069e-02 7.419579742369631222e-08 -1.357091951110514394e+00
6.000600060006001067e-03 -6.341971608794326595e-05 4.498107921980497585e-04 1.123429479626991126e-03 -1.936532905854190106e-02 2.065414561470440835e-01 3.421900841940639371e-01 3.304663298352705607e-03 -2.181233818725714264e-03 -1.936532905854190106e-02 8.996215843960995327e-08 -1.287586512883862166e+00
6.600660066006600740e-03 -7.546793467180619376e-05 5.346135103033488115e-04 1.336247326203848697e-03 -2.077850208288064410e-02 2.294656977230744577e-01 3.668983278031329731e-01 3.671451163569191233e-03 -2.335203837365342535e-03 -2.077850208288064410e-02 1.069227020606697688e-07 -1.221956417160324104e+00
7.200720072007201281e-03 -8.834138130406404756e-05 6.250286467196879137e-04 1.563479182668590321e-03 -2.211651971611008211e-02 2.527074717142864246e-01 3.902449451861351171e-01 4.043319547428582579e-03 -2.479840364759992692e-03 -2.211651971611008211e-02 1.250057293439375934e-07 -1.159984066151488191e+00
7.800780078007801821e-03 -1.019962043862259653e-04 7.207161624405652740e-04 1.804330891107429856e-03 -2.338349580545210499e-02 2.762471088100080796e-01 4.123055328359737648e-01 4.419953740960129093e-03 -2.615622849852699671e-03 -2.338349580545210499e-02 1.441432324881130494e-07 -1.101464084359091489e+00
8.400840084008400627e-03 -1.163909510136465649e-04 8.213534401110908359e-04 2.058052370976722750e-03 -2.458331357233416864e-02 3.000660157823054064e-01 4.331514450041219488e-01 4.801056252516886468e-03 -2.743003881540163717e-03 -2.458331357233416864e-02 1.642706880222181859e-07 -1.046202632064480831e+00
9.000900090009001167e-03 -1.314864325105618377e-04 9.266343080787880311e-04 2.323935145682930192e-03 -2.571963856744009097e-02 3.241466152331279882e-01 4.528500319788996697e-01 5.186345843730047825e-03 -2.862410698047117633e-03 -2.571963856744009097e-02 1.853268616157576166e-07 -9.940167573783920130e-01
9.600960096009601707e-03 -1.472455975185029146e-04 1.036268119287778351e-03 2.601310008089616557e-03 -2.679593089807855849e-02 3.484722887253686174e-01 4.714648649799384472e-01 5.575556619605897581e-03 -2.974246611516281457e-03 -2.679593089807855849e-02 2.072536238575556837e-07 -9.447337846851613374e-01
1.020102010201020225e-02 -1.636334122138160835e-04 1.149978881935689260e-03 2.889544817148106959e-03 -2.781545676874228046e-02 3.730273231077653739e-01 4.890559484205825314e-01 5.968437169724245990e-03 -3.078892352576139031e-03 -2.781545676874228046e-02 2.299957763871378627e-07 -8.981907374371544961e-01
1.080108010801080279e-02 -1.806167472538481070e-04 1.267504438985653410e-03 3.188042418286744523e-03 -2.878129937343494593e-02 3.977968598542518386e-01 5.056799202477519906e-01 6.364749757668029286e-03 -3.176707339381285196e-03 -2.878129937343494593e-02 2.535008877971307175e-07 -8.542337933700037134e-01
1.140114011401140159e-02 -1.981642710738476629e-04 1.388595693789099368e-03 3.496238680607361739e-03 -2.969636917617630989e-02 4.227668472484351625e-01 5.213902410289400491e-01 6.764269555974962954e-03 -3.268030875367601215e-03 -2.969636917617630989e-02 2.777191387578198617e-07 -8.127177703176309276e-01
1.200120012001200213e-02 -2.162463491778633705e-04 1.513015879229164234e-03 3.813600644328034826e-03 -3.056341361405059270e-02 4.479239952533947133e-01 5.362373724184017476e-01 7.166783924054315191e-03 -3.353183279726280799e-03 -3.056341361405059270e-02 3.026031758458328598e-07 -7.735056409083023166e-01
1.260126012601260267e-02 -2.348349490869548414e-04 1.640539867940054132e-03 4.139624772279709534e-03 -3.138502625523321987e-02 4.732557329159687853e-01 5.502689455990904532e-01 7.572091726655500940e-03 -3.432466954375790972e-03 -3.138502625523321987e-02 3.281079735880108513e-07 -7.364680745195171241e-01
1.320132013201320148e-02 -2.539035506269445236e-04 1.770953521294988536e-03 4.473835299612105749e-03 -3.216365544260896270e-02 4.987501681631689165e-01 5.635299202633897719e-01 7.980002690610702235e-03 -3.506167390998596919e-03 -3.216365544260896270e-02 3.541907042589977241e-07 -7.014830049606335383e-01
1.380138013801380202e-02 -2.734270612557863824e-04 1.904053074984966756e-03 4.815782676192579582e-03 -3.290161245187519373e-02 5.243960498563580153e-01 5.760627346640639912e-01 8.390336797701727564e-03 -3.574554121509148849e-03 -3.290161245187519373e-02 3.808106149969933912e-07 -6.684352224381500118e-01
1.440144014401440256e-02 -2.933817361474747401e-04 2.039644559132919397e-03 5.165042096491493512e-03 -3.360107919140094268e-02 5.501827319763761270e-01 5.879074472370000581e-01 8.802923711622018949e-03 -3.637881615130524569e-03 -3.360107919140094268e-02 4.079289118265839251e-07 -6.372159884397101681e-01
