Wall time,Step,Value
1733755120.416043,2400,80.5685806274414
1733755121.713005,4200,34.13764190673828
1733755123.443276,6600,14.459380149841309
1733755124.7627242,8400,9.459043502807617
1733755126.505461,10800,12.64461612701416
1733755127.833317,12600,16.294252395629883
1733755129.279982,14400,14.451226234436035
1733755131.022065,16800,9.970685958862305
1733755132.337259,18600,8.570738792419434
1733755134.19044,21000,10.211570739746094
1733755135.496186,22800,8.992228507995605
1733755136.824579,24600,6.81943416595459
1733755138.646538,27000,5.36191987991333
1733755139.974228,28800,3.6783199310302734
1733755141.805084,31200,2.270005464553833
1733755143.1306171,33000,2.5021910667419434
1733755144.9791858,35400,2.8679018020629883
1733755146.325252,37200,2.411925792694092
1733755147.6636128,39000,2.2016050815582275
1733755149.567202,41400,2.0452005863189697
1733755150.885737,43200,1.160022497177124
1733755152.756941,45600,1.7659772634506226
1733755154.091777,47400,2.3743441104888916
1733755155.440625,49200,0.14655588567256927
1733755157.195483,51600,1.0436080694198608
