Wall time,Step,Value
1733755553.321965,2400,192.48104858398438
1733755554.706314,4200,68.92415618896484
1733755556.504315,6600,30.486534118652344
1733755557.903595,8400,35.78379821777344
1733755559.8751411,10800,38.81732177734375
1733755561.257222,12600,19.011262893676758
1733755562.784126,14400,22.119184494018555
1733755564.584338,16800,14.541627883911133
1733755566.11594,18600,10.819642066955566
1733755567.952502,21000,8.237534523010254
1733755569.388834,22800,6.310301780700684
1733755570.872812,24600,6.132091045379639
1733755572.829566,27000,8.732675552368164
1733755574.415663,28800,3.2273683547973633
1733755576.2662961,31200,3.1788132190704346
1733755577.724481,33000,2.7122955322265625
1733755579.561645,35400,8.031699180603027
1733755581.1096141,37200,2.4605867862701416
1733755582.573838,39000,1.0512425899505615
1733755584.426261,41400,1.8913942575454712
